M_C;M_A;IS_SYM;P;T;Rho
139.29;59.0144;0;139.956;283.15;1107.39
139.29;59.0144;0;139.956;293.15;1102.51
139.29;59.0144;0;139.956;298.15;1100.01
139.29;59.0144;0;139.956;313.15;1092.44
139.29;59.0144;0;139.956;333.15;1082.73
139.29;59.0144;0;139.956;353.15;1072.82
139.29;59.0144;0;139.956;373.15;1063.23
139.29;59.0144;0;139.956;393.15;1053.52
139.29;59.0144;0;139.956;413.15;1043.92
139.29;86.805;0;0.1;298;1205.03
139.29;86.805;0;0.1;303.23;1201.29
139.29;86.805;0;0.1;313.15;1194.59
139.29;86.805;0;0.1;322.15;1187.85
139.29;86.805;0;0.1;323.73;1181.05
139.29;86.805;0;5.28;298;1207.44
139.29;86.805;0;5.28;313.15;1196.19
139.29;86.805;0;5.28;322.15;1190.68
139.29;86.805;0;5.28;323.73;1183.98
139.29;86.805;0;10.6;298;1209.87
139.29;86.805;0;10.6;303.23;1206.4
139.29;86.805;0;10.6;313.15;1198.82
139.29;86.805;0;10.6;322.15;1192.47
139.29;86.805;0;10.6;323.73;1186.3
139.29;86.805;0;15.92;298;1212.24
139.29;86.805;0;15.92;303.23;1208.22
139.29;86.805;0;15.92;313.15;1201.26
139.29;86.805;0;15.92;322.15;1194.68
139.29;86.805;0;15.92;323.73;1188.15
139.29;86.805;0;20.54;298;1214.26
139.29;86.805;0;20.54;303.23;1210.43
139.29;86.805;0;20.54;313.15;1203.75
139.29;86.805;0;20.54;322.15;1197.2
139.29;86.805;0;20.54;323.73;1190.55
139.29;86.805;0;25;298;1216.18
139.29;86.805;0;25;303.23;1212.44
139.29;86.805;0;25;313.15;1205.19
139.29;86.805;0;25;322.15;1199.38
139.29;86.805;0;25;323.73;1192.7
139.29;86.805;0;30.71;298;1218.62
139.29;86.805;0;30.71;303.23;1214.92
139.29;86.805;0;30.71;313.15;1207.62
139.29;86.805;0;30.71;322.15;1201.87
139.29;86.805;0;30.71;323.73;1195.16
139.29;86.805;0;35.19;298;1220.47
139.29;86.805;0;35.19;303.23;1216.66
139.29;86.805;0;35.19;313.15;1209.88
139.29;86.805;0;35.19;322.15;1203.51
139.29;86.805;0;35.19;323.73;1197.05
139.29;86.805;0;40.66;298;1222.73
139.29;86.805;0;40.66;303.23;1218.85
139.29;86.805;0;40.66;322.15;1206.23
139.29;86.805;0;40.66;323.73;1199.23
139.29;86.805;0;44.37;298;1224.21
139.29;86.805;0;44.37;303.23;1220.61
139.29;86.805;0;44.37;313.15;1213.84
139.29;86.805;0;44.37;322.15;1207.85
139.29;86.805;0;44.37;323.73;1201.24
139.29;86.805;0;49.66;298;1226.32
139.29;86.805;0;49.66;303.23;1222.73
139.29;86.805;0;49.66;313.15;1215.92
139.29;86.805;0;49.66;322.15;1209.95
139.29;86.805;0;49.66;323.73;1203.35
139.29;86.805;0;54.34;298;1228.16
139.29;86.805;0;54.34;303.23;1224.75
139.29;86.805;0;54.34;313.15;1217.91
139.29;86.805;0;54.34;322.15;1211.91
139.29;86.805;0;54.34;323.73;1205.7
139.29;86.805;0;59.23;298;1230.05
139.29;86.805;0;59.23;303.23;1226.85
139.29;86.805;0;59.23;313.15;1219.95
139.29;86.805;0;59.23;322.15;1214.2
139.29;86.805;0;59.23;323.73;1207.2
139.29;111.097;0;0.1;283.15;1217.7
139.29;111.097;0;0.1;285.65;1215.99
139.29;111.097;0;0.1;288.15;1214.24
139.29;111.097;0;0.1;290.65;1212.52
139.29;111.097;0;0.1;293.15;1210.96
139.29;111.097;0;0.1;295.65;1209.38
139.29;111.097;0;0.1;298.15;1207.61
139.29;111.097;0;0.1;300.65;1205.57
139.29;111.097;0;0.1;303.15;1204.22
139.29;111.097;0;0.1;305.65;1202.39
139.29;111.097;0;0.1;308.15;1200.72
139.29;111.097;0;0.1;310.65;1199.04
139.29;111.097;0;0.1;313.15;1197.34
139.29;111.097;0;0.1;315.65;1195.71
139.29;111.097;0;0.1;318.15;1194.11
139.29;111.097;0;0.1;320.65;1192.42
139.29;111.097;0;0.1;323.15;1190.77
139.29;111.097;0;0.1;325.65;1189.06
139.29;111.097;0;0.1;328.15;1187.39
139.29;111.097;0;0.1;330.65;1185.69
139.29;111.097;0;0.1;333.15;1183.99
139.29;111.097;0;0.1;335.65;1182.1
139.29;111.097;0;0.1;338.15;1180.19
139.29;111.097;0;0.1;340.65;1178.93
139.29;111.097;0;0.1;343.15;1177.07
139.29;111.097;0;0.1;345.65;1175.36
139.29;111.097;0;0.1;348.15;1173.83
139.29;111.097;0;0.1;350.65;1172.53
139.29;111.097;0;0.1;353.15;1170.84
139.29;111.097;0;2.5;283.15;1218.69
139.29;111.097;0;2.5;285.65;1216.95
139.29;111.097;0;2.5;288.15;1215.25
139.29;111.097;0;2.5;290.65;1213.55
139.29;111.097;0;2.5;293.15;1211.94
139.29;111.097;0;2.5;295.65;1210.42
139.29;111.097;0;2.5;298.15;1208.62
139.29;111.097;0;2.5;300.65;1206.64
139.29;111.097;0;2.5;303.15;1205.26
139.29;111.097;0;2.5;305.65;1203.49
139.29;111.097;0;2.5;308.15;1201.81
139.29;111.097;0;2.5;310.65;1200.13
139.29;111.097;0;2.5;313.15;1198.44
139.29;111.097;0;2.5;315.65;1196.81
139.29;111.097;0;2.5;318.15;1195.18
139.29;111.097;0;2.5;320.65;1193.52
139.29;111.097;0;2.5;323.15;1191.85
139.29;111.097;0;2.5;325.65;1190.16
139.29;111.097;0;2.5;328.15;1188.49
139.29;111.097;0;2.5;330.65;1186.79
139.29;111.097;0;2.5;333.15;1185.11
139.29;111.097;0;2.5;335.65;1183.26
139.29;111.097;0;2.5;338.15;1181.33
139.29;111.097;0;2.5;340.65;1180.06
139.29;111.097;0;2.5;343.15;1178.21
139.29;111.097;0;2.5;345.65;1176.47
139.29;111.097;0;2.5;348.15;1175
139.29;111.097;0;2.5;350.65;1173.7
139.29;111.097;0;2.5;353.15;1171.99
139.29;111.097;0;5;283.15;1219.7
139.29;111.097;0;5;285.65;1217.99
139.29;111.097;0;5;288.15;1216.29
139.29;111.097;0;5;290.65;1214.59
139.29;111.097;0;5;293.15;1212.99
139.29;111.097;0;5;295.65;1211.47
139.29;111.097;0;5;298.15;1209.67
139.29;111.097;0;5;300.65;1207.69
139.29;111.097;0;5;303.15;1206.33
139.29;111.097;0;5;305.65;1204.58
139.29;111.097;0;5;308.15;1202.89
139.29;111.097;0;5;310.65;1201.22
139.29;111.097;0;5;313.15;1199.54
139.29;111.097;0;5;315.65;1197.92
139.29;111.097;0;5;318.15;1196.29
139.29;111.097;0;5;320.65;1194.64
139.29;111.097;0;5;323.15;1192.98
139.29;111.097;0;5;325.65;1191.3
139.29;111.097;0;5;328.15;1189.63
139.29;111.097;0;5;330.65;1187.94
139.29;111.097;0;5;333.15;1186.28
139.29;111.097;0;5;335.65;1184.42
139.29;111.097;0;5;338.15;1182.5
139.29;111.097;0;5;340.65;1181.24
139.29;111.097;0;5;343.15;1179.37
139.29;111.097;0;5;345.65;1177.65
139.29;111.097;0;5;348.15;1176.2
139.29;111.097;0;5;350.65;1174.91
139.29;111.097;0;5;353.15;1173.23
139.29;111.097;0;10;283.15;1221.71
139.29;111.097;0;10;285.65;1220.02
139.29;111.097;0;10;288.15;1218.32
139.29;111.097;0;10;290.65;1216.65
139.29;111.097;0;10;293.15;1215.05
139.29;111.097;0;10;295.65;1213.54
139.29;111.097;0;10;298.15;1211.76
139.29;111.097;0;10;300.65;1209.79
139.29;111.097;0;10;303.15;1208.45
139.29;111.097;0;10;305.65;1206.7
139.29;111.097;0;10;308.15;1205.02
139.29;111.097;0;10;310.65;1203.38
139.29;111.097;0;10;313.15;1201.71
139.29;111.097;0;10;315.65;1200.11
139.29;111.097;0;10;318.15;1198.5
139.29;111.097;0;10;320.65;1196.85
139.29;111.097;0;10;323.15;1195.23
139.29;111.097;0;10;325.65;1193.55
139.29;111.097;0;10;328.15;1191.88
139.29;111.097;0;10;330.65;1190.19
139.29;111.097;0;10;333.15;1188.56
139.29;111.097;0;10;335.65;1186.69
139.29;111.097;0;10;338.15;1184.82
139.29;111.097;0;10;340.65;1183.56
139.29;111.097;0;10;343.15;1181.69
139.29;111.097;0;10;345.65;1179.97
139.29;111.097;0;10;348.15;1178.56
139.29;111.097;0;10;350.65;1177.29
139.29;111.097;0;10;353.15;1175.65
139.29;111.097;0;15;283.15;1223.68
139.29;111.097;0;15;285.65;1222
139.29;111.097;0;15;288.15;1220.33
139.29;111.097;0;15;290.65;1218.65
139.29;111.097;0;15;293.15;1217.08
139.29;111.097;0;15;295.65;1215.58
139.29;111.097;0;15;298.15;1213.81
139.29;111.097;0;15;300.65;1211.92
139.29;111.097;0;15;303.15;1210.52
139.29;111.097;0;15;305.65;1208.8
139.29;111.097;0;15;308.15;1207.14
139.29;111.097;0;15;310.65;1205.5
139.29;111.097;0;15;313.15;1203.84
139.29;111.097;0;15;315.65;1202.25
139.29;111.097;0;15;318.15;1200.65
139.29;111.097;0;15;320.65;1199.01
139.29;111.097;0;15;323.15;1197.38
139.29;111.097;0;15;325.65;1195.75
139.29;111.097;0;15;328.15;1194.09
139.29;111.097;0;15;330.65;1192.42
139.29;111.097;0;15;333.15;1190.8
139.29;111.097;0;15;335.65;1188.89
139.29;111.097;0;15;338.15;1187.07
139.29;111.097;0;15;340.65;1185.84
139.29;111.097;0;15;343.15;1183.97
139.29;111.097;0;15;345.65;1182.29
139.29;111.097;0;15;348.15;1180.89
139.29;111.097;0;15;350.65;1179.61
139.29;111.097;0;15;353.15;1178
139.29;111.097;0;20;283.15;1225.62
139.29;111.097;0;20;285.65;1223.95
139.29;111.097;0;20;288.15;1222.3
139.29;111.097;0;20;290.65;1220.63
139.29;111.097;0;20;293.15;1219.07
139.29;111.097;0;20;295.65;1217.58
139.29;111.097;0;20;298.15;1215.83
139.29;111.097;0;20;300.65;1214
139.29;111.097;0;20;303.15;1212.56
139.29;111.097;0;20;305.65;1210.85
139.29;111.097;0;20;308.15;1209.21
139.29;111.097;0;20;310.65;1207.58
139.29;111.097;0;20;313.15;1205.93
139.29;111.097;0;20;315.65;1204.36
139.29;111.097;0;20;318.15;1202.78
139.29;111.097;0;20;320.65;1201.15
139.29;111.097;0;20;323.15;1199.54
139.29;111.097;0;20;325.65;1197.9
139.29;111.097;0;20;328.15;1196.26
139.29;111.097;0;20;330.65;1194.61
139.29;111.097;0;20;333.15;1193.11
139.29;111.097;0;20;335.65;1191.1
139.29;111.097;0;20;338.15;1189.33
139.29;111.097;0;20;340.65;1188.1
139.29;111.097;0;20;343.15;1186.21
139.29;111.097;0;20;345.65;1184.56
139.29;111.097;0;20;348.15;1183.16
139.29;111.097;0;20;350.65;1181.92
139.29;111.097;0;20;353.15;1180.25
139.29;111.097;0;25;283.15;1227.52
139.29;111.097;0;25;285.65;1225.87
139.29;111.097;0;25;288.15;1224.23
139.29;111.097;0;25;290.65;1222.59
139.29;111.097;0;25;293.15;1221.03
139.29;111.097;0;25;295.65;1219.54
139.29;111.097;0;25;298.15;1217.82
139.29;111.097;0;25;300.65;1216.03
139.29;111.097;0;25;303.15;1214.55
139.29;111.097;0;25;305.65;1212.88
139.29;111.097;0;25;308.15;1211.25
139.29;111.097;0;25;310.65;1209.64
139.29;111.097;0;25;313.15;1208
139.29;111.097;0;25;315.65;1206.37
139.29;111.097;0;25;318.15;1204.87
139.29;111.097;0;25;320.65;1203.25
139.29;111.097;0;25;323.15;1201.65
139.29;111.097;0;25;325.65;1200.03
139.29;111.097;0;25;328.15;1198.4
139.29;111.097;0;25;330.65;1196.75
139.29;111.097;0;25;333.15;1195.15
139.29;111.097;0;25;335.65;1193.25
139.29;111.097;0;25;338.15;1191.48
139.29;111.097;0;25;340.65;1190.3
139.29;111.097;0;25;343.15;1188.4
139.29;111.097;0;25;345.65;1186.82
139.29;111.097;0;25;348.15;1185.4
139.29;111.097;0;25;350.65;1184.15
139.29;111.097;0;25;353.15;1182.52
139.29;111.097;0;30;283.15;1229.41
139.29;111.097;0;30;285.65;1227.76
139.29;111.097;0;30;288.15;1226.14
139.29;111.097;0;30;290.65;1224.5
139.29;111.097;0;30;293.15;1222.96
139.29;111.097;0;30;295.65;1221.5
139.29;111.097;0;30;298.15;1219.77
139.29;111.097;0;30;300.65;1218
139.29;111.097;0;30;303.15;1216.51
139.29;111.097;0;30;305.65;1214.87
139.29;111.097;0;30;308.15;1213.27
139.29;111.097;0;30;310.65;1211.65
139.29;111.097;0;30;313.15;1210.03
139.29;111.097;0;30;315.65;1208.48
139.29;111.097;0;30;318.15;1206.92
139.29;111.097;0;30;320.65;1205.32
139.29;111.097;0;30;323.15;1203.73
139.29;111.097;0;30;325.65;1202.08
139.29;111.097;0;30;328.15;1200.5
139.29;111.097;0;30;330.65;1198.87
139.29;111.097;0;30;333.15;1197.28
139.29;111.097;0;30;335.65;1195.37
139.29;111.097;0;30;338.15;1193.62
139.29;111.097;0;30;340.65;1192.43
139.29;111.097;0;30;343.15;1190.57
139.29;111.097;0;30;345.65;1189.03
139.29;111.097;0;30;348.15;1187.58
139.29;111.097;0;30;350.65;1186.37
139.29;111.097;0;30;353.15;1184.75
139.29;111.097;0;35;283.15;1231.26
139.29;111.097;0;35;285.65;1229.64
139.29;111.097;0;35;288.15;1228.03
139.29;111.097;0;35;290.65;1226.39
139.29;111.097;0;35;293.15;1224.84
139.29;111.097;0;35;295.65;1223.4
139.29;111.097;0;35;298.15;1221.7
139.29;111.097;0;35;300.65;1219.94
139.29;111.097;0;35;303.15;1218.44
139.29;111.097;0;35;305.65;1216.84
139.29;111.097;0;35;308.15;1215.24
139.29;111.097;0;35;310.65;1213.64
139.29;111.097;0;35;313.15;1212.04
139.29;111.097;0;35;315.65;1210.48
139.29;111.097;0;35;318.15;1208.93
139.29;111.097;0;35;320.65;1207.34
139.29;111.097;0;35;323.15;1205.76
139.29;111.097;0;35;325.65;1204.17
139.29;111.097;0;35;328.15;1202.57
139.29;111.097;0;35;330.65;1200.96
139.29;111.097;0;35;333.15;1199.37
139.29;111.097;0;35;335.65;1197.47
139.29;111.097;0;35;338.15;1195.73
139.29;111.097;0;35;340.65;1194.56
139.29;111.097;0;35;343.15;1192.7
139.29;111.097;0;35;345.65;1191.23
139.29;111.097;0;35;348.15;1189.76
139.29;111.097;0;35;350.65;1188.54
139.29;111.097;0;35;353.15;1186.94
139.29;195.81;0;0.101;273.15;1388.43
139.29;195.81;0;0.101;283.15;1380.05
139.29;195.81;0;0.101;293.15;1371.66
139.29;195.81;0;0.101;298.15;1367.37
139.29;195.81;0;0.101;313.15;1354.9
139.29;195.81;0;0.101;333.15;1338.32
139.29;195.81;0;0.101;353.15;1321.57
139.29;195.81;0;0.101;373.15;1305.09
139.29;195.81;0;0.101;393.15;1288.63
139.29;195.81;0;0.101;413.15;1272.28
139.29;195.81;0;0.799;273.15;1388.61
139.29;195.81;0;0.799;283.15;1380.87
139.29;195.81;0;0.799;293.15;1372.43
139.29;195.81;0;0.799;298.15;1368
139.29;195.81;0;0.799;313.15;1355.92
139.29;195.81;0;0.799;333.15;1339.52
139.29;195.81;0;0.799;353.15;1323.3
139.29;195.81;0;0.799;373.15;1305.8
139.29;195.81;0;0.799;393.15;1290
139.29;195.81;0;0.799;413.15;1274.38
139.29;195.81;0;5.486;273.15;1391.26
139.29;195.81;0;5.486;283.15;1382.8
139.29;195.81;0;5.486;293.15;1374.42
139.29;195.81;0;5.486;298.15;1370.11
139.29;195.81;0;5.486;313.15;1357.84
139.29;195.81;0;5.486;333.15;1341.44
139.29;195.81;0;5.486;353.15;1325.1
139.29;195.81;0;5.486;373.15;1308.74
139.29;195.81;0;5.486;393.15;1293.05
139.29;195.81;0;5.486;413.15;1276.38
139.29;195.81;0;11.393;273.15;1394.33
139.29;195.81;0;11.393;283.15;1385.32
139.29;195.81;0;11.393;293.15;1377.35
139.29;195.81;0;11.393;298.15;1372.87
139.29;195.81;0;11.393;313.15;1360.84
139.29;195.81;0;11.393;333.15;1344.45
139.29;195.81;0;11.393;353.15;1328.05
139.29;195.81;0;11.393;373.15;1312.09
139.29;195.81;0;11.393;393.15;1296.52
139.29;195.81;0;11.393;413.15;1280.12
139.29;195.81;0;20.059;273.15;1398.75
139.29;195.81;0;20.059;283.15;1390.56
139.29;195.81;0;20.059;293.15;1382.37
139.29;195.81;0;20.059;298.15;1378.28
139.29;195.81;0;20.059;313.15;1366.5
139.29;195.81;0;20.059;333.15;1350.07
139.29;195.81;0;20.059;353.15;1334.35
139.29;195.81;0;20.059;373.15;1318.6
139.29;195.81;0;20.059;393.15;1303.2
139.29;195.81;0;20.059;413.15;1288.19
139.29;195.81;0;29.997;273.15;1403.7
139.29;195.81;0;29.997;283.15;1395.68
139.29;195.81;0;29.997;293.15;1387.66
139.29;195.81;0;29.997;298.15;1383.54
139.29;195.81;0;29.997;313.15;1371.69
139.29;195.81;0;29.997;333.15;1356.2
139.29;195.81;0;29.997;353.15;1340.51
139.29;195.81;0;29.997;373.15;1324.96
139.29;195.81;0;29.997;393.15;1310.01
139.29;195.81;0;29.997;413.15;1294.89
139.29;195.81;0;39.921;273.15;1408.82
139.29;195.81;0;39.921;283.15;1400.99
139.29;195.81;0;39.921;293.15;1392.7
139.29;195.81;0;39.921;298.15;1388.99
139.29;195.81;0;39.921;313.15;1377.26
139.29;195.81;0;39.921;333.15;1361.64
139.29;195.81;0;39.921;353.15;1346
139.29;195.81;0;39.921;373.15;1331.42
139.29;195.81;0;39.921;393.15;1316.66
139.29;195.81;0;39.921;413.15;1301.66
139.29;195.81;0;49.994;273.15;1413.68
139.29;195.81;0;49.994;283.15;1405.87
139.29;195.81;0;49.994;293.15;1398.06
139.29;195.81;0;49.994;298.15;1394.06
139.29;195.81;0;49.994;313.15;1382.55
139.29;195.81;0;49.994;333.15;1367.33
139.29;195.81;0;49.994;353.15;1352
139.29;195.81;0;49.994;373.15;1337.39
139.29;195.81;0;49.994;393.15;1322.74
139.29;195.81;0;49.994;413.15;1308.46
139.29;195.81;0;59.394;273.15;1418.3
139.29;195.81;0;59.394;283.15;1410.45
139.29;195.81;0;59.394;293.15;1403.02
139.29;195.81;0;59.394;298.15;1398.78
139.29;195.81;0;59.394;313.15;1387.68
139.29;195.81;0;59.394;333.15;1372.19
139.29;195.81;0;59.394;353.15;1357.4
139.29;195.81;0;59.394;373.15;1342.98
139.29;195.81;0;59.394;393.15;1328.75
139.29;195.81;0;59.394;413.15;1314.16
139.29;195.81;0;69.993;273.15;1423.2
139.29;195.81;0;69.993;283.15;1414.93
139.29;195.81;0;69.993;293.15;1407.3
139.29;195.81;0;69.993;298.15;1403.41
139.29;195.81;0;69.993;313.15;1392.17
139.29;195.81;0;69.993;333.15;1377.37
139.29;195.81;0;69.993;353.15;1362.72
139.29;195.81;0;69.993;373.15;1348.41
139.29;195.81;0;69.993;393.15;1334.24
139.29;195.81;0;69.993;413.15;1320.4
139.29;195.81;0;79.797;273.15;1427.4
139.29;195.81;0;79.797;283.15;1419.48
139.29;195.81;0;79.797;293.15;1411.96
139.29;195.81;0;79.797;298.15;1407.92
139.29;195.81;0;79.797;313.15;1396.68
139.29;195.81;0;79.797;333.15;1382.05
139.29;195.81;0;79.797;353.15;1367.6
139.29;195.81;0;79.797;373.15;1354
139.29;195.81;0;79.797;393.15;1340.2
139.29;195.81;0;79.797;413.15;1326.5
139.29;195.81;0;89.994;273.15;1431.76
139.29;195.81;0;89.994;283.15;1424.25
139.29;195.81;0;89.994;293.15;1416.78
139.29;195.81;0;89.994;298.15;1412.93
139.29;195.81;0;89.994;313.15;1401.7
139.29;195.81;0;89.994;333.15;1387.52
139.29;195.81;0;89.994;353.15;1372.9
139.29;195.81;0;89.994;373.15;1359.3
139.29;195.81;0;89.994;393.15;1345.2
139.29;195.81;0;89.994;413.15;1332.03
139.29;195.81;0;99.735;273.15;1435.96
139.29;195.81;0;99.735;283.15;1428.31
139.29;195.81;0;99.735;293.15;1420.92
139.29;195.81;0;99.735;298.15;1417.4
139.29;195.81;0;99.735;313.15;1406
139.29;195.81;0;99.735;333.15;1391.95
139.29;195.81;0;99.735;353.15;1377.55
139.29;195.81;0;99.735;373.15;1364.34
139.29;195.81;0;99.735;393.15;1350.3
139.29;195.81;0;99.735;413.15;1337.17
139.29;195.81;0;109.856;273.15;1440.19
139.29;195.81;0;109.856;283.15;1432.79
139.29;195.81;0;109.856;293.15;1425.42
139.29;195.81;0;109.856;298.15;1421.72
139.29;195.81;0;109.856;313.15;1410.88
139.29;195.81;0;109.856;333.15;1396.69
139.29;195.81;0;109.856;353.15;1382.57
139.29;195.81;0;109.856;373.15;1369.16
139.29;195.81;0;109.856;393.15;1355.4
139.29;195.81;0;109.856;413.15;1342.54
139.29;195.81;0;120.11;273.15;1444.6
139.29;195.81;0;120.11;283.15;1436.86
139.29;195.81;0;120.11;293.15;1429.33
139.29;195.81;0;120.11;298.15;1425.98
139.29;195.81;0;120.11;313.15;1415
139.29;195.81;0;120.11;333.15;1401.17
139.29;195.81;0;120.11;353.15;1387.11
139.29;195.81;0;120.11;373.15;1373.87
139.29;195.81;0;120.11;393.15;1361.01
139.29;195.81;0;120.11;413.15;1347.54
139.29;195.81;0;129.853;273.15;1448.57
139.29;195.81;0;129.853;283.15;1441.25
139.29;195.81;0;129.853;293.15;1433.98
139.29;195.81;0;129.853;298.15;1430.33
139.29;195.81;0;129.853;313.15;1419.62
139.29;195.81;0;129.853;333.15;1405.64
139.29;195.81;0;129.853;353.15;1391.92
139.29;195.81;0;129.853;373.15;1378.59
139.29;195.81;0;129.853;393.15;1365.41
139.29;195.81;0;129.853;413.15;1352.48
139.29;195.81;0;139.081;273.15;1452.4
139.29;195.81;0;139.081;283.15;1445.16
139.29;195.81;0;139.081;293.15;1438.11
139.29;195.81;0;139.081;298.15;1434.51
139.29;195.81;0;139.081;313.15;1423.79
139.29;195.81;0;139.081;333.15;1409.85
139.29;195.81;0;139.081;353.15;1396.14
139.29;195.81;0;139.081;373.15;1383.4
139.29;195.81;0;139.081;393.15;1370.21
139.29;195.81;0;139.081;413.15;1357.3
139.29;66.0427;0;0.1;293.15;1064.4
139.29;66.0427;0;0.1;303.15;1057.9
139.29;66.0427;0;0.1;313.15;1051.5
139.29;66.0427;0;0.1;323.15;1045.2
139.29;66.0427;0;0.1;333.15;1039
139.29;66.0427;0;0.1;343.15;1032.9
139.29;66.0427;0;0.1;353.15;1026.8
139.29;66.0427;0;0.1;363.15;1020.8
139.29;66.0427;0;0.1;373.15;1014.9
139.29;66.0427;0;0.1;393.15;1003.2
139.29;66.0427;0;0.25;293.15;1064.4
139.29;66.0427;0;0.25;303.15;1057.9
139.29;66.0427;0;0.25;313.15;1051.5
139.29;66.0427;0;0.25;323.15;1045.3
139.29;66.0427;0;0.25;333.15;1039.1
139.29;66.0427;0;0.25;343.15;1033
139.29;66.0427;0;0.25;353.15;1026.9
139.29;66.0427;0;0.25;363.15;1020.9
139.29;66.0427;0;0.25;373.15;1015
139.29;66.0427;0;0.25;393.15;1003.3
139.29;66.0427;0;0.5;293.15;1064.5
139.29;66.0427;0;0.5;303.15;1058
139.29;66.0427;0;0.5;313.15;1051.6
139.29;66.0427;0;0.5;323.15;1045.4
139.29;66.0427;0;0.5;333.15;1039.2
139.29;66.0427;0;0.5;343.15;1033.1
139.29;66.0427;0;0.5;353.15;1027
139.29;66.0427;0;0.5;363.15;1021
139.29;66.0427;0;0.5;373.15;1015.1
139.29;66.0427;0;0.5;393.15;1003.4
139.29;66.0427;0;1;293.15;1064.7
139.29;66.0427;0;1;303.15;1058.2
139.29;66.0427;0;1;313.15;1051.8
139.29;66.0427;0;1;323.15;1045.6
139.29;66.0427;0;1;333.15;1039.4
139.29;66.0427;0;1;343.15;1033.3
139.29;66.0427;0;1;353.15;1027.2
139.29;66.0427;0;1;363.15;1021.3
139.29;66.0427;0;1;373.15;1015.4
139.29;66.0427;0;1;393.15;1003.7
139.29;66.0427;0;2;293.15;1065.1
139.29;66.0427;0;2;303.15;1058.6
139.29;66.0427;0;2;313.15;1052.3
139.29;66.0427;0;2;323.15;1046
139.29;66.0427;0;2;333.15;1039.9
139.29;66.0427;0;2;343.15;1033.7
139.29;66.0427;0;2;353.15;1027.7
139.29;66.0427;0;2;363.15;1021.7
139.29;66.0427;0;2;373.15;1015.8
139.29;66.0427;0;2;393.15;1004.1
139.29;66.0427;0;4.99;293.15;1066.2
139.29;66.0427;0;4.99;303.15;1059.8
139.29;66.0427;0;4.99;313.15;1053.4
139.29;66.0427;0;4.99;323.15;1047.3
139.29;66.0427;0;4.99;333.15;1041.1
139.29;66.0427;0;4.99;343.15;1035
139.29;66.0427;0;4.99;353.15;1029
139.29;66.0427;0;4.99;363.15;1023.1
139.29;66.0427;0;4.99;373.15;1017.2
139.29;66.0427;0;4.99;393.15;1005.6
139.29;66.0427;0;10.01;293.15;1068.2
139.29;66.0427;0;10.01;303.15;1061.8
139.29;66.0427;0;10.01;313.15;1055.5
139.29;66.0427;0;10.01;323.15;1049.3
139.29;66.0427;0;10.01;333.15;1043.2
139.29;66.0427;0;10.01;343.15;1037.2
139.29;66.0427;0;10.01;353.15;1031.3
139.29;66.0427;0;10.01;363.15;1025.4
139.29;66.0427;0;10.01;373.15;1019.5
139.29;66.0427;0;10.01;393.15;1008.1
139.29;66.0427;0;15;293.15;1070
139.29;66.0427;0;15;303.15;1063.6
139.29;66.0427;0;15;313.15;1057.4
139.29;66.0427;0;15;323.15;1051.3
139.29;66.0427;0;15;333.15;1045.2
139.29;66.0427;0;15;343.15;1039.2
139.29;66.0427;0;15;353.15;1033.4
139.29;66.0427;0;15;363.15;1027.6
139.29;66.0427;0;15;373.15;1021.8
139.29;66.0427;0;15;393.15;1010.4
139.29;66.0427;0;20;293.15;1071.9
139.29;66.0427;0;20;303.15;1065.5
139.29;66.0427;0;20;313.15;1059.4
139.29;66.0427;0;20;323.15;1053.3
139.29;66.0427;0;20;333.15;1047.3
139.29;66.0427;0;20;343.15;1041.4
139.29;66.0427;0;20;353.15;1035.5
139.29;66.0427;0;20;363.15;1029.8
139.29;66.0427;0;20;373.15;1024
139.29;66.0427;0;20;393.15;1012.8
139.29;66.0427;0;25;293.15;1073.6
139.29;66.0427;0;25;303.15;1067.4
139.29;66.0427;0;25;313.15;1061.2
139.29;66.0427;0;25;323.15;1055.2
139.29;66.0427;0;25;333.15;1049.2
139.29;66.0427;0;25;343.15;1043.3
139.29;66.0427;0;25;353.15;1037.5
139.29;66.0427;0;25;363.15;1031.8
139.29;66.0427;0;25;373.15;1026.2
139.29;66.0427;0;25;393.15;1015
139.29;66.0427;0;30;293.15;1075.4
139.29;66.0427;0;30;303.15;1069.2
139.29;66.0427;0;30;313.15;1063.1
139.29;66.0427;0;30;323.15;1057.1
139.29;66.0427;0;30;333.15;1051.3
139.29;66.0427;0;30;343.15;1045.4
139.29;66.0427;0;30;353.15;1039.6
139.29;66.0427;0;30;363.15;1033.9
139.29;66.0427;0;30;373.15;1028.3
139.29;66.0427;0;30;393.15;1017.2
139.29;66.0427;0;35;293.15;1077.1
139.29;66.0427;0;35;303.15;1070.9
139.29;66.0427;0;35;313.15;1064.9
139.29;66.0427;0;35;323.15;1058.9
139.29;66.0427;0;35;333.15;1053.1
139.29;66.0427;0;35;343.15;1047.3
139.29;66.0427;0;35;353.15;1041.6
139.29;66.0427;0;35;363.15;1035.9
139.29;66.0427;0;35;373.15;1030.3
139.29;66.0427;0;35;393.15;1019.4
139.29;66.0427;0;40;293.15;1078.9
139.29;66.0427;0;40;303.15;1072.7
139.29;66.0427;0;40;313.15;1066.7
139.29;66.0427;0;40;323.15;1060.8
139.29;66.0427;0;40;333.15;1055
139.29;66.0427;0;40;343.15;1049.3
