M_C;M_A;IS_SYM;P;T;Rho
108.081;280.146;0;20;318.15;1532.45
108.081;280.146;0;20;323.15;1527.79
108.081;280.146;0;30;303.15;1553.12
108.081;280.146;0;30;308.15;1548.49
108.081;280.146;0;30;313.15;1543.88
108.081;280.146;0;30;318.15;1539.29
108.081;280.146;0;30;323.15;1534.72
108.081;280.146;0;40;303.15;1559.41
108.081;280.146;0;40;308.15;1554.87
108.081;280.146;0;40;313.15;1550.35
108.081;280.146;0;40;318.15;1545.85
108.081;280.146;0;40;323.15;1541.37
108.081;280.146;0;50;308.15;1561.01
108.081;280.146;0;50;313.15;1556.57
108.081;280.146;0;50;318.15;1552.15
108.081;280.146;0;50;323.15;1547.75
108.081;280.146;0;60;308.15;1566.92
108.081;280.146;0;60;313.15;1562.56
108.081;280.146;0;60;318.15;1558.22
108.081;280.146;0;60;323.15;1553.89
108.081;280.146;0;70;308.15;1572.64
108.081;280.146;0;70;313.15;1568.35
108.081;280.146;0;70;318.15;1564.07
108.081;280.146;0;70;323.15;1559.82
108.081;280.146;0;80;308.15;1578.17
108.081;280.146;0;80;313.15;1573.95
108.081;280.146;0;80;318.15;1569.74
108.081;280.146;0;80;323.15;1565.55
108.081;280.146;0;90;308.15;1583.53
108.081;280.146;0;90;313.15;1579.37
108.081;280.146;0;90;318.15;1575.23
108.081;280.146;0;90;323.15;1571.11
108.081;280.146;0;100;313.15;1584.64
108.081;280.146;0;100;318.15;1580.56
108.081;280.146;0;100;323.15;1576.49
113.121;280.146;0;0.1;293.15;1432.58
113.121;280.146;0;0.1;298.15;1428.06
113.121;280.146;0;0.1;303.15;1423.56
113.121;280.146;0;0.1;308.15;1419.07
113.121;280.146;0;0.1;313.15;1414.59
113.121;280.146;0;0.1;318.15;1410.13
113.121;280.146;0;10;293.15;1439.3
113.121;280.146;0;10;298.15;1434.88
113.121;280.146;0;10;303.15;1430.49
113.121;280.146;0;10;308.15;1426.11
113.121;280.146;0;10;313.15;1421.75
113.121;280.146;0;10;318.15;1417.4
113.121;280.146;0;20;293.15;1445.75
113.121;280.146;0;20;298.15;1441.43
113.121;280.146;0;20;303.15;1437.14
113.121;280.146;0;20;308.15;1432.86
113.121;280.146;0;20;313.15;1428.6
113.121;280.146;0;20;318.15;1424.36
113.121;280.146;0;30;293.15;1451.92
113.121;280.146;0;30;298.15;1447.69
113.121;280.146;0;30;303.15;1443.48
113.121;280.146;0;30;308.15;1439.29
113.121;280.146;0;30;313.15;1435.12
113.121;280.146;0;30;318.15;1430.98
113.121;280.146;0;40;293.15;1457.82
113.121;280.146;0;40;298.15;1453.67
113.121;280.146;0;40;303.15;1449.54
113.121;280.146;0;40;308.15;1445.44
113.121;280.146;0;40;313.15;1441.35
113.121;280.146;0;40;318.15;1437.29
113.121;280.146;0;50;293.15;1463.5
113.121;280.146;0;50;298.15;1459.42
113.121;280.146;0;50;303.15;1455.37
113.121;280.146;0;50;308.15;1451.33
113.121;280.146;0;50;313.15;1447.33
113.121;280.146;0;50;318.15;1443.34
113.121;280.146;0;60;293.15;1468.97
113.121;280.146;0;60;298.15;1464.96
113.121;280.146;0;60;303.15;1460.97
113.121;280.146;0;60;308.15;1457
113.121;280.146;0;60;313.15;1453.07
113.121;280.146;0;60;318.15;1449.15
113.121;280.146;0;70;298.15;1470.29
113.121;280.146;0;70;303.15;1466.37
113.121;280.146;0;70;308.15;1462.47
113.121;280.146;0;70;313.15;1458.59
113.121;280.146;0;70;318.15;1454.75
113.121;280.146;0;80;298.15;1475.46
113.121;280.146;0;80;303.15;1471.59
113.121;280.146;0;80;308.15;1467.75
113.121;280.146;0;80;313.15;1463.93
113.121;280.146;0;80;318.15;1460.14
113.121;280.146;0;90;298.15;1480.45
113.121;280.146;0;90;303.15;1476.64
113.121;280.146;0;90;308.15;1472.85
113.121;280.146;0;90;313.15;1469.09
113.121;280.146;0;90;318.15;1465.36
113.121;280.146;0;100;298.15;1485.3
113.121;280.146;0;100;303.15;1481.54
113.121;280.146;0;100;308.15;1477.8
113.121;280.146;0;100;313.15;1474.09
113.121;280.146;0;100;318.15;1470.41
125.108;280.146;0;0.1;298;1475.7
125.108;280.146;0;0.1;299;1474.62
125.108;280.146;0;0.1;300;1473.66
125.108;280.146;0;0.1;301;1472.79
125.108;280.146;0;0.1;302;1471.92
125.108;280.146;0;0.1;303;1471.14
125.108;280.146;0;0.1;308;1466.83
125.108;280.146;0;0.1;313;1462.07
125.108;280.146;0;0.1;318;1457.05
125.108;280.146;0;0.1;323;1451.66
125.108;280.146;0;0.1;325;1449.44
125.108;280.146;0;0.1;327;1447.19
125.108;280.146;0;0.1;329;1444.85
125.108;280.146;0;0.1;331;1442.53
125.108;280.146;0;0.1;333;1440.12
125.108;280.146;0;1.83;298;1476.98
125.108;280.146;0;1.83;299;1475.87
125.108;280.146;0;1.83;300;1474.94
125.108;280.146;0;1.83;301;1474.07
125.108;280.146;0;1.83;302;1473.15
125.108;280.146;0;1.83;303;1472.39
125.108;280.146;0;1.83;308;1468.1
125.108;280.146;0;1.83;313;1463.28
125.108;280.146;0;1.83;318;1458.31
125.108;280.146;0;1.83;323;1452.94
125.108;280.146;0;1.83;325;1450.74
125.108;280.146;0;1.83;327;1448.52
125.108;280.146;0;1.83;329;1446.17
125.108;280.146;0;1.83;331;1443.83
125.108;280.146;0;1.83;333;1441.48
125.108;280.146;0;10.02;298;1483.13
125.108;280.146;0;10.02;299;1482.12
125.108;280.146;0;10.02;300;1481.1
125.108;280.146;0;10.02;301;1480.19
125.108;280.146;0;10.02;302;1479.27
125.108;280.146;0;10.02;303;1478.49
125.108;280.146;0;10.02;308;1474.12
125.108;280.146;0;10.02;313;1469.31
125.108;280.146;0;10.02;318;1464.41
125.108;280.146;0;10.02;323;1459.11
125.108;280.146;0;10.02;325;1456.98
125.108;280.146;0;10.02;327;1454.88
125.108;280.146;0;10.02;329;1452.55
125.108;280.146;0;10.02;331;1450.37
125.108;280.146;0;10.02;333;1448.04
125.108;280.146;0;14.98;298;1486.69
125.108;280.146;0;14.98;299;1485.68
125.108;280.146;0;14.98;300;1484.68
125.108;280.146;0;14.98;301;1483.74
125.108;280.146;0;14.98;302;1482.84
125.108;280.146;0;14.98;303;1482
125.108;280.146;0;14.98;308;1477.65
125.108;280.146;0;14.98;313;1472.86
125.108;280.146;0;14.98;318;1467.91
125.108;280.146;0;14.98;323;1462.75
125.108;280.146;0;14.98;325;1460.64
125.108;280.146;0;14.98;327;1458.57
125.108;280.146;0;14.98;329;1456.27
125.108;280.146;0;14.98;331;1454.12
125.108;280.146;0;14.98;333;1451.88
125.108;280.146;0;19.75;298;1490.06
125.108;280.146;0;19.75;299;1489.01
125.108;280.146;0;19.75;300;1488.07
125.108;280.146;0;19.75;301;1487.1
125.108;280.146;0;19.75;302;1486.21
125.108;280.146;0;19.75;303;1485.41
125.108;280.146;0;19.75;308;1480.89
125.108;280.146;0;19.75;313;1476.15
125.108;280.146;0;19.75;318;1471.3
125.108;280.146;0;19.75;323;1466.15
125.108;280.146;0;19.75;325;1464.08
125.108;280.146;0;19.75;327;1461.98
125.108;280.146;0;19.75;329;1459.81
125.108;280.146;0;19.75;331;1457.75
125.108;280.146;0;19.75;333;1455.51
125.108;280.146;0;25.86;298;1494.22
125.108;280.146;0;25.86;299;1493.18
125.108;280.146;0;25.86;300;1492.27
125.108;280.146;0;25.86;301;1491.35
125.108;280.146;0;25.86;302;1490.42
125.108;280.146;0;25.86;303;1489.57
125.108;280.146;0;25.86;308;1485.18
125.108;280.146;0;25.86;313;1480.43
125.108;280.146;0;25.86;318;1475.51
125.108;280.146;0;25.86;323;1470.44
125.108;280.146;0;25.86;325;1468.44
125.108;280.146;0;25.86;327;1466.38
125.108;280.146;0;25.86;329;1464.24
125.108;280.146;0;25.86;331;1462.22
125.108;280.146;0;25.86;333;1460.01
125.108;280.146;0;31.48;298;1497.95
125.108;280.146;0;31.48;299;1496.89
125.108;280.146;0;31.48;300;1496.03
125.108;280.146;0;31.48;301;1495.08
125.108;280.146;0;31.48;302;1494.19
125.108;280.146;0;31.48;303;1493.32
125.108;280.146;0;31.48;308;1489
125.108;280.146;0;31.48;313;1484.36
125.108;280.146;0;31.48;318;1479.58
125.108;280.146;0;31.48;323;1474.24
125.108;280.146;0;31.48;325;1472.46
125.108;280.146;0;31.48;327;1470.37
125.108;280.146;0;31.48;329;1468.26
125.108;280.146;0;31.48;331;1466.27
125.108;280.146;0;31.48;333;1464.11
125.108;280.146;0;37.77;298;1502.01
125.108;280.146;0;37.77;299;1500.95
125.108;280.146;0;37.77;300;1500.11
125.108;280.146;0;37.77;301;1499.16
125.108;280.146;0;37.77;302;1498.29
125.108;280.146;0;37.77;303;1497.43
125.108;280.146;0;37.77;308;1493.05
125.108;280.146;0;37.77;313;1488.4
125.108;280.146;0;37.77;318;1483.63
125.108;280.146;0;37.77;323;1478.57
125.108;280.146;0;37.77;325;1476.81
125.108;280.146;0;37.77;327;1474.75
125.108;280.146;0;37.77;329;1472.67
125.108;280.146;0;37.77;331;1470.7
125.108;280.146;0;37.77;333;1468.58
125.108;280.146;0;44.17;298;1506.01
125.108;280.146;0;44.17;299;1504.95
125.108;280.146;0;44.17;300;1504.13
125.108;280.146;0;44.17;301;1503.18
125.108;280.146;0;44.17;302;1502.37
125.108;280.146;0;44.17;303;1501.5
125.108;280.146;0;44.17;308;1497.15
125.108;280.146;0;44.17;313;1492.56
125.108;280.146;0;44.17;318;1487.95
125.108;280.146;0;44.17;323;1482.86
125.108;280.146;0;44.17;325;1481.18
125.108;280.146;0;44.17;327;1479.18
125.108;280.146;0;44.17;329;1477.09
125.108;280.146;0;44.17;331;1475.13
125.108;280.146;0;44.17;333;1473.05
125.108;280.146;0;50.75;298;1509.97
125.108;280.146;0;50.75;299;1509.07
125.108;280.146;0;50.75;300;1508.14
125.108;280.146;0;50.75;301;1507.27
125.108;280.146;0;50.75;302;1506.46
125.108;280.146;0;50.75;303;1505.6
125.108;280.146;0;50.75;308;1501.36
125.108;280.146;0;50.75;313;1496.83
125.108;280.146;0;50.75;318;1492.22
125.108;280.146;0;50.75;323;1487.24
125.108;280.146;0;50.75;325;1485.62
125.108;280.146;0;50.75;327;1483.65
125.108;280.146;0;50.75;329;1481.63
125.108;280.146;0;50.75;331;1479.63
125.108;280.146;0;50.75;333;1477.56
125.108;280.146;0;59.59;298;1515.1
125.108;280.146;0;59.59;299;1514.22
125.108;280.146;0;59.59;300;1513.35
125.108;280.146;0;59.59;301;1512.51
125.108;280.146;0;59.59;302;1511.74
125.108;280.146;0;59.59;303;1510.93
125.108;280.146;0;59.59;308;1506.81
125.108;280.146;0;59.59;313;1502.49
125.108;280.146;0;59.59;318;1498.46
125.108;280.146;0;59.59;323;1493.03
125.108;280.146;0;59.59;325;1491.56
125.108;280.146;0;59.59;327;1489.6
125.108;280.146;0;59.59;329;1487.58
125.108;280.146;0;59.59;331;1485.58
125.108;280.146;0;59.59;333;1483.54
153.139;280.146;1;0.1;303.15;1413.7
153.139;280.146;1;0.1;308.15;1409.04
153.139;280.146;1;0.1;313.15;1404.41
153.139;280.146;1;0.1;318.15;1399.8
153.139;280.146;1;0.1;323.15;1395.2
153.139;280.146;1;5;303.15;1417.17
153.139;280.146;1;5;308.15;1412.57
153.139;280.146;1;5;313.15;1407.99
153.139;280.146;1;5;318.15;1403.44
153.139;280.146;1;5;323.15;1398.91
153.139;280.146;1;10;303.15;1420.63
153.139;280.146;1;10;308.15;1416.08
153.139;280.146;1;10;313.15;1411.56
153.139;280.146;1;10;318.15;1407.06
153.139;280.146;1;10;323.15;1402.59
153.139;280.146;1;15;303.15;1424
153.139;280.146;1;15;308.15;1419.5
153.139;280.146;1;15;313.15;1415.03
153.139;280.146;1;15;318.15;1410.59
153.139;280.146;1;15;323.15;1406.17
153.139;280.146;1;20;303.15;1427.29
153.139;280.146;1;20;308.15;1422.84
153.139;280.146;1;20;313.15;1418.42
153.139;280.146;1;20;318.15;1414.03
153.139;280.146;1;20;323.15;1409.66
153.139;280.146;1;25;303.15;1430.51
153.139;280.146;1;25;308.15;1426.11
153.139;280.146;1;25;313.15;1421.73
153.139;280.146;1;25;318.15;1417.39
153.139;280.146;1;25;323.15;1413.07
153.139;280.146;1;30;303.15;1433.66
153.139;280.146;1;30;308.15;1429.3
153.139;280.146;1;30;313.15;1424.97
153.139;280.146;1;30;318.15;1420.67
153.139;280.146;1;30;323.15;1416.4
153.139;280.146;1;35;303.15;1436.75
153.139;280.146;1;35;308.15;1432.43
153.139;280.146;1;35;313.15;1428.14
153.139;280.146;1;35;318.15;1423.88
153.139;280.146;1;35;323.15;1419.65
153.139;280.146;1;40;303.15;1439.77
153.139;280.146;1;40;308.15;1435.49
153.139;280.146;1;40;313.15;1431.24
153.139;280.146;1;40;318.15;1427.02
153.139;280.146;1;40;323.15;1422.83
153.139;280.146;1;45;303.15;1442.73
153.139;280.146;1;45;308.15;1438.49
153.139;280.146;1;45;313.15;1434.28
153.139;280.146;1;45;318.15;1430.1
153.139;280.146;1;45;323.15;1425.95
153.139;280.146;1;50;303.15;1445.64
153.139;280.146;1;50;308.15;1441.43
153.139;280.146;1;50;313.15;1437.26
153.139;280.146;1;50;318.15;1433.11
153.139;280.146;1;50;323.15;1429
153.139;280.146;1;55;303.15;1448.49
153.139;280.146;1;55;308.15;1444.32
153.139;280.146;1;55;313.15;1440.18
153.139;280.146;1;55;318.15;1436.07
153.139;280.146;1;55;323.15;1432
153.139;280.146;1;60;303.15;1451.29
153.139;280.146;1;60;308.15;1447.15
153.139;280.146;1;60;313.15;1443.04
153.139;280.146;1;60;318.15;1438.97
153.139;280.146;1;60;323.15;1434.93
153.139;280.146;1;65;308.15;1449.93
153.139;280.146;1;65;313.15;1445.86
153.139;280.146;1;65;318.15;1441.82
153.139;280.146;1;65;323.15;1437.81
153.139;280.146;1;70;308.15;1452.67
153.139;280.146;1;70;313.15;1448.62
153.139;280.146;1;70;318.15;1444.61
153.139;280.146;1;70;323.15;1440.64
153.139;280.146;1;75;308.15;1455.36
153.139;280.146;1;75;313.15;1451.34
153.139;280.146;1;75;318.15;1447.36
153.139;280.146;1;75;323.15;1443.42
127.137;280.146;0;0.1;293.15;1310.6
127.137;280.146;0;0.1;303.15;1302.7
127.137;280.146;0;0.1;313.15;1294.8
127.137;280.146;0;0.1;323.15;1287.1
127.137;280.146;0;0.1;333.15;1279.4
127.137;280.146;0;0.1;343.15;1271.8
127.137;280.146;0;0.1;353.15;1264.2
127.137;280.146;0;0.1;363.15;1256.8
127.137;280.146;0;0.1;373.15;1248.9
127.137;280.146;0;0.1;393.15;1234.3
127.137;280.146;0;0.1;413.15;1220.3
127.137;280.146;0;1;293.15;1311.1
127.137;280.146;0;1;303.15;1303.2
127.137;280.146;0;1;313.15;1295.3
127.137;280.146;0;1;323.15;1287.6
127.137;280.146;0;1;333.15;1279.9
127.137;280.146;0;1;343.15;1272.3
127.137;280.146;0;1;353.15;1264.8
127.137;280.146;0;1;363.15;1257.3
127.137;280.146;0;1;373.15;1249.8
127.137;280.146;0;1;393.15;1235.2
127.137;280.146;0;1;413.15;1220.9
127.137;280.146;0;5;293.15;1313.2
127.137;280.146;0;5;303.15;1305.3
127.137;280.146;0;5;313.15;1297.6
127.137;280.146;0;5;323.15;1289.9
127.137;280.146;0;5;333.15;1282.3
127.137;280.146;0;5;343.15;1274.7
127.137;280.146;0;5;353.15;1267.3
127.137;280.146;0;5;363.15;1259.9
127.137;280.146;0;5;373.15;1252.5
127.137;280.146;0;5;393.15;1238
127.137;280.146;0;5;413.15;1223.9
127.137;280.146;0;10;293.15;1315.8
127.137;280.146;0;10;303.15;1308
127.137;280.146;0;10;313.15;1300.3
127.137;280.146;0;10;323.15;1292.7
127.137;280.146;0;10;333.15;1285.2
127.137;280.146;0;10;343.15;1277.7
127.137;280.146;0;10;353.15;1270.3
127.137;280.146;0;10;363.15;1263
127.137;280.146;0;10;373.15;1255.7
127.137;280.146;0;10;393.15;1241.4
127.137;280.146;0;10;413.15;1227.4
127.137;280.146;0;15;293.15;1318.4
127.137;280.146;0;15;303.15;1310.7
127.137;280.146;0;15;313.15;1303
127.137;280.146;0;15;323.15;1295.5
127.137;280.146;0;15;333.15;1288
127.137;280.146;0;15;343.15;1280.6
127.137;280.146;0;15;353.15;1273.3
127.137;280.146;0;15;363.15;1266.1
127.137;280.146;0;15;373.15;1258.8
127.137;280.146;0;15;393.15;1244.7
127.137;280.146;0;15;413.15;1230.9
127.137;280.146;0;20;293.15;1320.9
127.137;280.146;0;20;303.15;1313.3
127.137;280.146;0;20;313.15;1305.7
127.137;280.146;0;20;323.15;1298.2
127.137;280.146;0;20;333.15;1290.8
127.137;280.146;0;20;343.15;1283.5
127.137;280.146;0;20;353.15;1276.3
127.137;280.146;0;20;363.15;1269.1
127.137;280.146;0;20;373.15;1261.9
127.137;280.146;0;20;393.15;1248
127.137;280.146;0;20;413.15;1234.4
127.137;280.146;0;25;293.15;1323.4
127.137;280.146;0;25;303.15;1315.8
127.137;280.146;0;25;313.15;1308.3
127.137;280.146;0;25;323.15;1300.9
127.137;280.146;0;25;333.15;1293.6
127.137;280.146;0;25;343.15;1286.3
127.137;280.146;0;25;353.15;1279.2
127.137;280.146;0;25;363.15;1272.1
127.137;280.146;0;25;373.15;1265
127.137;280.146;0;25;393.15;1251.2
127.137;280.146;0;25;413.15;1237.7
127.137;280.146;0;30;293.15;1325.9
127.137;280.146;0;30;303.15;1318.3
127.137;280.146;0;30;313.15;1310.9
127.137;280.146;0;30;323.15;1303.6
127.137;280.146;0;30;333.15;1296.3
127.137;280.146;0;30;343.15;1289.1
127.137;280.146;0;30;353.15;1282
127.137;280.146;0;30;363.15;1275
127.137;280.146;0;30;373.15;1268
127.137;280.146;0;30;393.15;1254.3
127.137;280.146;0;30;413.15;1241
127.137;280.146;0;35;293.15;1328.3
127.137;280.146;0;35;303.15;1320.8
127.137;280.146;0;35;313.15;1313.4
127.137;280.146;0;35;323.15;1306.2
127.137;280.146;0;35;333.15;1298.9
127.137;280.146;0;35;343.15;1291.8
127.137;280.146;0;35;353.15;1284.8
127.137;280.146;0;35;363.15;1277.9
127.137;280.146;0;35;373.15;1270.9
127.137;280.146;0;35;393.15;1257.4
127.137;280.146;0;35;413.15;1244.2
127.137;280.146;0;40;293.15;1330.7
127.137;280.146;0;40;303.15;1323.3
127.137;280.146;0;40;313.15;1315.9
127.137;280.146;0;40;323.15;1308.7
127.137;280.146;0;40;333.15;1301.5
127.137;280.146;0;40;343.15;1294.5
127.137;280.146;0;40;353.15;1287.5
127.137;280.146;0;40;363.15;1280.6
127.137;280.146;0;40;373.15;1273.7
127.137;280.146;0;40;393.15;1260.4
127.137;280.146;0;40;413.15;1247.3
127.137;280.146;0;45;293.15;1333
127.137;280.146;0;45;303.15;1325.7
127.137;280.146;0;45;313.15;1318.4
127.137;280.146;0;45;323.15;1311.2
127.137;280.146;0;45;333.15;1304.1
127.137;280.146;0;45;343.15;1297.1
127.137;280.146;0;45;353.15;1290.2
127.137;280.146;0;45;363.15;1283.4
127.137;280.146;0;45;373.15;1276.5
127.137;280.146;0;45;393.15;1263.3
127.137;280.146;0;45;413.15;1250.4
127.137;280.146;0;50;293.15;1335.3
127.137;280.146;0;50;303.15;1328
127.137;280.146;0;50;313.15;1320.8
127.137;280.146;0;50;323.15;1313.7
127.137;280.146;0;50;333.15;1306.6
127.137;280.146;0;50;343.15;1299.7
127.137;280.146;0;50;353.15;1292.8
127.137;280.146;0;50;363.15;1286.1
127.137;280.146;0;50;373.15;1279.3
127.137;280.146;0;50;393.15;1266.2
127.137;280.146;0;50;413.15;1253.4
127.137;280.146;0;55;293.15;1337.6
127.137;280.146;0;55;303.15;1330.3
127.137;280.146;0;55;313.15;1323.1
127.137;280.146;0;55;323.15;1316.1
127.137;280.146;0;55;333.15;1309.1
127.137;280.146;0;55;343.15;1302.2
127.137;280.146;0;55;353.15;1295.4
127.137;280.146;0;55;363.15;1288.7
127.137;280.146;0;55;373.15;1282
127.137;280.146;0;55;393.15;1269
127.137;280.146;0;55;413.15;1256.3
127.137;280.146;0;60;293.15;1339.9
127.137;280.146;0;60;303.15;1332.6
127.137;280.146;0;60;313.15;1325.5
127.137;280.146;0;60;323.15;1318.4
127.137;280.146;0;60;333.15;1311.5
127.137;280.146;0;60;343.15;1304.7
127.137;280.146;0;60;353.15;1297.9
127.137;280.146;0;60;363.15;1291.2
127.137;280.146;0;60;373.15;1284.6
127.137;280.146;0;60;393.15;1271.7
127.137;280.146;0;60;413.15;1259.1
139.29;59.0144;0;0.101;273.15;1068.3
139.29;59.0144;0;0.101;283.15;1061.93
139.29;59.0144;0;0.101;293.15;1055.7
139.29;59.0144;0;0.101;298.15;1052.59
139.29;59.0144;0;0.101;313.15;1043.35
139.29;59.0144;0;0.101;333.15;1031.21
139.29;59.0144;0;0.101;353.15;1019.28
139.29;59.0144;0;0.101;373.15;1007.58
139.29;59.0144;0;0.101;393.15;996.11
139.29;59.0144;0;0.101;413.15;984.86
139.29;59.0144;0;5.002;273.15;1070.1
139.29;59.0144;0;5.002;283.15;1063.85
139.29;59.0144;0;5.002;293.15;1057.51
139.29;59.0144;0;5.002;298.15;1054.55
139.29;59.0144;0;5.002;313.15;1045.49
139.29;59.0144;0;5.002;333.15;1033.37
139.29;59.0144;0;5.002;353.15;1021.56
139.29;59.0144;0;5.002;373.15;1009.91
139.29;59.0144;0;5.002;393.15;998.69
139.29;59.0144;0;5.002;413.15;987.51
139.29;59.0144;0;10.02;273.15;1071.93
139.29;59.0144;0;10.02;283.15;1065.67
139.29;59.0144;0;10.02;293.15;1059.57
139.29;59.0144;0;10.02;298.15;1056.52
139.29;59.0144;0;10.02;313.15;1047.54
139.29;59.0144;0;10.02;333.15;1035.37
139.29;59.0144;0;10.02;353.15;1023.86
139.29;59.0144;0;10.02;373.15;1012.37
139.29;59.0144;0;10.02;393.15;1001.16
139.29;59.0144;0;10.02;413.15;990.4
139.29;59.0144;0;19.968;273.15;1075.5
139.29;59.0144;0;19.968;283.15;1069.38
139.29;59.0144;0;19.968;293.15;1063.32
139.29;59.0144;0;19.968;298.15;1060.4
139.29;59.0144;0;19.968;313.15;1051.65
139.29;59.0144;0;19.968;333.15;1039.9
139.29;59.0144;0;19.968;353.15;1028.49
139.29;59.0144;0;19.968;373.15;1017.03
139.29;59.0144;0;19.968;393.15;1006.09
139.29;59.0144;0;19.968;413.15;995.28
139.29;59.0144;0;29.945;273.15;1079.01
139.29;59.0144;0;29.945;283.15;1073.08
139.29;59.0144;0;29.945;293.15;1067.08
139.29;59.0144;0;29.945;298.15;1064.19
139.29;59.0144;0;29.945;313.15;1055.44
139.29;59.0144;0;29.945;333.15;1044.01
139.29;59.0144;0;29.945;353.15;1032.8
139.29;59.0144;0;29.945;373.15;1021.67
139.29;59.0144;0;29.945;393.15;1010.81
139.29;59.0144;0;29.945;413.15;1000.15
139.29;59.0144;0;40.001;273.15;1082.46
139.29;59.0144;0;40.001;283.15;1076.5
139.29;59.0144;0;40.001;293.15;1070.48
139.29;59.0144;0;40.001;298.15;1067.89
139.29;59.0144;0;40.001;313.15;1059.09
139.29;59.0144;0;40.001;333.15;1047.91
139.29;59.0144;0;40.001;353.15;1036.88
139.29;59.0144;0;40.001;373.15;1025.99
139.29;59.0144;0;40.001;393.15;1015.49
139.29;59.0144;0;40.001;413.15;1005.02
139.29;59.0144;0;49.987;273.15;1085.81
139.29;59.0144;0;49.987;283.15;1080.12
139.29;59.0144;0;49.987;293.15;1074.3
139.29;59.0144;0;49.987;298.15;1071.51
139.29;59.0144;0;49.987;313.15;1063.04
139.29;59.0144;0;49.987;333.15;1052.04
139.29;59.0144;0;49.987;353.15;1041.22
139.29;59.0144;0;49.987;373.15;1030.42
139.29;59.0144;0;49.987;393.15;1019.89
139.29;59.0144;0;49.987;413.15;1009.54
139.29;59.0144;0;59.935;273.15;1089.07
139.29;59.0144;0;59.935;283.15;1083.4
139.29;59.0144;0;59.935;293.15;1077.57
139.29;59.0144;0;59.935;298.15;1075.03
139.29;59.0144;0;59.935;313.15;1066.53
139.29;59.0144;0;59.935;333.15;1055.77
139.29;59.0144;0;59.935;353.15;1045.25
139.29;59.0144;0;59.935;373.15;1034.29
139.29;59.0144;0;59.935;393.15;1024.29
139.29;59.0144;0;59.935;413.15;1014.09
139.29;59.0144;0;69.985;273.15;1092.29
139.29;59.0144;0;69.985;283.15;1086.8
139.29;59.0144;0;69.985;293.15;1081.16
139.29;59.0144;0;69.985;298.15;1078.49
139.29;59.0144;0;69.985;313.15;1070.25
139.29;59.0144;0;69.985;333.15;1059.64
139.29;59.0144;0;69.985;353.15;1049.15
139.29;59.0144;0;69.985;373.15;1038.66
139.29;59.0144;0;69.985;393.15;1028.4
139.29;59.0144;0;69.985;413.15;1018.33
139.29;59.0144;0;79.928;273.15;1095.39
139.29;59.0144;0;79.928;283.15;1089.83
139.29;59.0144;0;79.928;293.15;1084.42
139.29;59.0144;0;79.928;298.15;1081.84
139.29;59.0144;0;79.928;313.15;1073.52
139.29;59.0144;0;79.928;333.15;1063.12
139.29;59.0144;0;79.928;353.15;1052.92
139.29;59.0144;0;79.928;373.15;1042.42
139.29;59.0144;0;79.928;393.15;1032.49
139.29;59.0144;0;79.928;413.15;1022.54
139.29;59.0144;0;90.04;273.15;1098.47
139.29;59.0144;0;90.04;283.15;1093.15
139.29;59.0144;0;90.04;293.15;1087.68
139.29;59.0144;0;90.04;298.15;1085.08
139.29;59.0144;0;90.04;313.15;1077.08
139.29;59.0144;0;90.04;333.15;1066.77
139.29;59.0144;0;90.04;353.15;1056.56
139.29;59.0144;0;90.04;373.15;1046.37
139.29;59.0144;0;90.04;393.15;1036.33
139.29;59.0144;0;90.04;413.15;1026.45
139.29;59.0144;0;99.956;273.15;1101.42
139.29;59.0144;0;99.956;283.15;1095.75
139.29;59.0144;0;99.956;293.15;1090.59
139.29;59.0144;0;99.956;298.15;1088.06
139.29;59.0144;0;99.956;313.15;1080.03
139.29;59.0144;0;99.956;333.15;1069.88
139.29;59.0144;0;99.956;353.15;1059.73
139.29;59.0144;0;99.956;373.15;1049.72
139.29;59.0144;0;99.956;393.15;1039.98
139.29;59.0144;0;99.956;413.15;1030.18
139.29;59.0144;0;109.26;273.15;1104.11
139.29;59.0144;0;109.26;283.15;1099.13
139.29;59.0144;0;109.26;293.15;1093.89
139.29;59.0144;0;109.26;298.15;1091.31
139.29;59.0144;0;109.26;313.15;1083.53
139.29;59.0144;0;109.26;333.15;1073.48
139.29;59.0144;0;109.26;353.15;1063.46
139.29;59.0144;0;109.26;373.15;1053.53
139.29;59.0144;0;109.26;393.15;1043.37
139.29;59.0144;0;109.26;413.15;1033.9
139.29;59.0144;0;119.925;273.15;1107.11
139.29;59.0144;0;119.925;283.15;1102.1
139.29;59.0144;0;119.925;293.15;1097.03
139.29;59.0144;0;119.925;298.15;1094.32
139.29;59.0144;0;119.925;313.15;1086.54
139.29;59.0144;0;119.925;333.15;1076.74
139.29;59.0144;0;119.925;353.15;1066.76
139.29;59.0144;0;119.925;373.15;1057.2
139.29;59.0144;0;119.925;393.15;1047.09
139.29;59.0144;0;119.925;413.15;1037.4
139.29;59.0144;0;129.945;273.15;1109.85
139.29;59.0144;0;129.945;283.15;1104.78
139.29;59.0144;0;129.945;293.15;1099.77
139.29;59.0144;0;129.945;298.15;1097.2
139.29;59.0144;0;129.945;313.15;1089.6
139.29;59.0144;0;129.945;333.15;1079.75
139.29;59.0144;0;129.945;353.15;1069.89
139.29;59.0144;0;129.945;373.15;1060.16
139.29;59.0144;0;129.945;393.15;1050.39
139.29;59.0144;0;129.945;413.15;1040.74
139.29;59.0144;0;139.956;273.15;1112.52
